URL,Title,Partner,Provider,Subject,Tags,Overview,Syllabus,Cost,Session,Language,Start Date,Effort,Duration,Instructors
https://www.classcentral.com/course/coursera-getting-started-with-sas-programming-12319,Getting Started with SAS® Programming,SAS,Coursera,Programming,,"This course is for users who want to learn how to write SAS programs to access, explore, prepare, and analyze data. It is the entry point to learning SAS programming for data science, machine learning, and artificial intelligence. It is a prerequisite to many other SAS courses.By the end of this course, you will know how to use SAS Studio to write and submit SAS programs that access SAS, Microsoft Excel, and text data. You will know how to explore and validate data, prepare data by subsetting rows and computing new columns, analyze and report on data, export data and results to other formats, use SQL in SAS to query and join tables.Prerequisites:Learners should have experience using computer software. Specifically, you should be able to understand file structures and system commands on your operating systems and access data files on your operating systems. No prior SAS experience is needed.","WEEK 1Course Overview and Data SetupIn this module you learn about the course and you set up the data you need to do the practices in the course.EssentialsIn this module you learn how to use SAS programming tools and the fundamentals of SAS program structure and syntax.WEEK 2Accessing DataIn this module, you learn to identify the features of a SAS table, access data through SAS libraries, and import data into SAS.WEEK 3Exploring and Validating DataIn this module, you learn to use SAS procedures that provide insights about your data. You also learn to subset data so you can focus on particular segments, format data so you can easily understand it, and sort data to identify and resolve duplicate values.WEEK 4Preparing DataIn this module, you learn how to do some common data manipulations, such as filtering rows and columns, computing new columns, and performing conditional processing.WEEK 5Analyzing and Reporting on DataIn this module, we concentrate on summarizing data by using the SAS procedures that we touched on for data exploration. You also learn how to use titles, column labels, footnotes, and macro variables to enhance your reports and make them more meaningful.WEEK 6Exporting ResultsIn this module, you learn to export SAS tables and results to Excel, Microsoft Word, and PDF files.Using SQL in SASIn this module, you learn to use the SQL procedure to read and filter data. You also learn to create and join tables by using SQL.",Free Online Course (Audit),Upcoming,English,"25th Mar, 2019",N/A,6 weeks long,"[""Stacey Syphus""]"
https://www.classcentral.com/course/edx-application-monitoring-and-feedback-loops-9481,Application Monitoring and Feedback Loops,Microsoft,edX,Web Development,,"This course is part of the Microsoft Professional Program in DevOps.This course will cover general application monitoring and feedback loop practices and principles, including different kinds of feedback. You will learn how feedback is used in different stages of the value stream, and its benefits. You will learn about the different kinds of telemetry, who can benefit from it and how it is used to collect data from monitoring.You will be introduced to Application Performance Management, the monitoring and managementof performance and availability of software applications.We will also cover Health and Performance Monitoring with Application Insights, including which features it contains, how to use it to monitor your application availability, usage, and performance and diagnostics.The course also covers Log Analytics, including Operations Management Suite (OMS) Log Analytics. It will cover how to set up and configure Log Analytics for data collection and how to use Log Analytics to search and analyze data. It also covers OMS solutions as well as how to configure visualizations and how to configure alerts.Finally, the course will cover Third-Party Monitoring Tools, including New Relic, Loggly and Nagios Core.",Module 0 | Course IntroductionCourse OverviewModule 1 | Application Monitoring Practices and PrinciplesModule 1 ObjectivesGeneral App Monitoring and Feedback Loop Practices and PrinciplesApplication Performance ManagementModule 1 Review QuestionsModule 2 | Health and Performance Monitoring with Application InsightsModule 2 ObjectivesApplication InsightsConfigurationSearch and AnalysisAnalyticsIntegrationDeveloper ToolsModule 2 Review QuestionsModule 3 | Log AnalyticsModule 3 ObjectivesLog AnalyticsConnected SourcesData SourcesLog SearchData VisualizationAlertsLog Analytics REST APIModule 3 Review QuestionsModule 4 | Integrating Third-Party Monitoring ToolsModule 4 ObjectivesNew RelicLogglyNagios Core current sectionModule 4 Review QuestionsFinal ExamFinal ExamPost-Course SurveyPost-Course Survey,Free Online Course (Audit),Self Paced,English,Self paced,2-4 hours a week,4 weeks long,"[""Tiago Pascoal""]"
https://www.classcentral.com/course/edx-building-your-azure-skills-toolkit-8646,Building Your Azure Skills Toolkit,Microsoft,edX,Web Development,,"Want to give your apps the power of the cloud? Roll up your sleeves for a fast-paced, hands-on tour of several cloud-powered features in Azure, and learn how to integrate Azure services within a single web app.As you work with the experts through an easy-to-follow scenario, start by creating a web app using Angular and .NET Core. Then, integrate Bing Search to find and retrieve images to display on your site. Ready for artificial intelligence (AI)? Use Azure Cognitive Services Computer Vision to analyze and detect the objects within the images you found. Plus, use SQL Azure to store your metadata in a scalable database, retrieve the data, and display it using .NET Core Web API and Entity Framework Core.Complete the scenario with Azure Search for quick retrieval of images based on your own search terms. Finally, use Azure Active Directory B2C to enable secure access to your stored images and to protect the entire application.","Week 1: Angular on Azure In this module, students will create a new Angular application with a .NET Core backend that runs on Azure as an App Service Web App.Week 2: Cognitive Services In this module, students will use cognitive services to enable their application to search, download and store images from Bing based on a search term.Week 3: Securing Your App In this module, students will secure their application using Active Directory B2C.Week 4: Data Storage In this module, students will configure a SQL Azure Database and expose their data through a Web API.Week 5: Azure Search Service In this module, students will integrate Azure Search into their application.",Free Online Course (Audit),Self Paced,English,Self paced,2-3 hours a week,5 weeks long,"[""Geoffrey Morgan"",""Chris Howd""]"
https://www.classcentral.com/course/edx-data-science-linear-regression-10352,Learning from Data (Introductory Machine Learning course),California Institute of Technology,Independent,Machine Learning,,"This is an introductory course in machine learning (ML) that covers the basictheory, algorithms, and applications. ML is a key technology in Big Data, and in many financial, medical, commercial, and scientific applications. It enables computational systems to adaptively improve their performance with experience accumulated from the observed data. ML has become one of the hottest fields of study today, taken up by undergraduate and graduate students from 15 different majors at Caltech. This course balances theory and practice, and covers the mathematical as well as the heuristic aspects. The lecturesbelowfollow each other in a story-like fashion:What is learning?Can a machine learn?How to do it?How to do it well?Take-home lessons.",Lecture 1:The Learning ProblemLecture 2:Is Learning Feasible?Lecture 3:The Linear Model ILecture 4:Error and NoiseLecture 5:Training versus TestingLecture 6:Theory of GeneralizationLecture 7:The VC DimensionLecture 8:Bias-Variance TradeoffLecture 9:The Linear Model IILecture 10:Neural NetworksLecture 11:OverfittingLecture 12:RegularizationLecture 13:ValidationLecture 14:Support Vector MachinesLecture 15:KernelMethodsLecture 16:Radial Basis FunctionsLecture 17:Three Learning PrinciplesLecture 18:Epilogue,Free Online Course,Self Paced,English,Self paced,N/A,10 weeks long,"[""Rafael Irizarry""]"
https://www.classcentral.com/course/open-education-by-blackboard-introduction-to-informatics-1800,Introduction to Informatics,Drexel University College of Computing & Informatics,Open Education by Blackboard,Information Technology,,"This course serves as an introduction to the field of informatics, with a specific focus on the users of information systems, the information that can be accessed through these systems and the social/organizational issues associated with it.",N/A,Free Online Course,Finished,English,"24th Feb, 2014",N/A,5 weeks long,"[""Monica Maceli""]"
https://www.classcentral.com/course/edx-data-science-machine-learning-10353,Learning From Data (Introductory Machine Learning),California Institute of Technology,edX,Machine Learning,,"This introductory computer science course in machine learning will cover basic theory, algorithms, and applications. Machine learning is a key technology in Big Data, and in many financial, medical, commercial, and scientific applications. It enables computational systems to automatically learn how to perform a desired task based on information extracted from the data. Machine learning has become one of the hottest fields of study today and the demand for jobs is only expected to increase. Gaining skills in this field will get you one step closer to becoming a data scientist or quantitative analyst.This course balances theory and practice, and covers the mathematical as well as the heuristic aspects. The lectures follow each other in a story-like fashion:	What is learning?	Can a machine learn?	How to do it?	How to do it well?	Take-home lessons.",The topics in the story line are covered by 18 lectures of about 60 minutes each plus Q&A.	Lecture 1: The Learning Problem	Lecture 2: Is Learning Feasible?	Lecture 3: The Linear Model I	Lecture 4: Error and Noise	Lecture 5: Training versus Testing	Lecture 6: Theory of Generalization	Lecture 7: The VC Dimension	Lecture 8: Bias-Variance Tradeoff	Lecture 9: The Linear Model II	Lecture 10: Neural Networks	Lecture 11: Overfitting	Lecture 12: Regularization	Lecture 13: Validation	Lecture 14: Support Vector Machines	Lecture 15: Kernel Methods	Lecture 16: Radial Basis Functions	Lecture 17: Three Learning Principles	Lecture 18: Epilogue,Free Online Course (Audit),Finished,English,"17th Sep, 2017",10-20 hours a week,10 weeks long,"[""Rafael Irizarry""]"
https://www.classcentral.com/course/coursera-interactive-computer-graphics-with-webgl-2781,Interactive Computer Graphics with WebGL,University of New Mexico,Coursera,Programming,,"OpenGL is the standard application programming interface(API) to graphics systems forboth education and industry. Recent advances in hardware and software have focussed applicationdevelopment on the Web and for mobile devices such as smart phones. Over the past year therehas been enormous interest in WebGL, the version of OpenGL that runs within Web browsers and evenon newer smart phones. Consequently, for the first time both students and practitioners candevelop exciting three-dimensional interactive applications that areindependent of the particularplatform and can be accessed like any other Web application.In this course, wewill learn how to create three-dimensional, interactive applications usingWebGL that run within thelatest web browsers. By the end of the course, every student will have writtenand tested a completeinteractive three-dimensional application. Because WebGL is the JavaScript implementation ofOpenGL ES 2.0, all code will be developed in JavaScript. No prior knowledge of JavaScript isrequired as long as participants can program in C++, C# or Java. The content of thecourse will be based on the instructor's recent textbook (not required) andcourse which is the firstuniversity course to use WebGL as the API.","Week 1: Introduction and Background Lecture 1: Course Overview  Lecture 2: Outline via Examples Lecture 3: Prerequisites and References Lecture 4: A Simple WebGL Example Lecture 5: Getting Started with WebGL Lecture 6: OpenGL and WebGL Lecture 7: HTML and Browsers Lecture 8: JavaScriptWeek 2: WebGL Lecture 1: Square Program Lecture 2: Shader Execution Model Lecture 3: Square Program: The HTML file Lecture 4: Square Program: The JavaScript File Lecture 5: WebGL Primitves and Viewing Lecture 6: Tessellation and Twist Lecture 7: The Sierpinski Gasket Lecture 8: Moving to Three DimensionsWeek 3: The Open GL Shading Language and Interaction Lecture 1: Color Lecture 2: GLSL and Shaders Lecture 3: Input and Interaction Lecture 4: Animation Lecture 5: Buttons and Menus Lecture 6: Keyboard and SlidersWeek 4: Displaying Geometry in WebGL Lecture 1: Position Input Lecture 2: Picking Lecture 3: Matrices Lecture 4: Representation Lecture 5: Geometry 1 Lecture 6: Geometry 2 Lecture 7: Homogeneous Coordinates Lecture 8: Some CaveatsWeek 5: Transformations  Lecture 1: Affine Transformations Lecture 2: Rotation, Translation, Scaling Lecture3: Concatenating Transformation Lecture 4: Transformations in WebGL Lecture 5: Representing a Cube Lecture 6: Animating the CubeWeek 6: Viewing in WebGL Lecture 1: Classical Viewing Lecture 2: Positioning the Camera Lecture 3: Projection Lecture 4: Projection in WebGL Lecture 5: Orthogonal Projection Matrices Lecture 6: Perspective Projection Matrices Lecture 7: Representing and Displaying Meshes Lecture 8: Lighting and Shading Lecture 9: The Phone Lighting ModelWeek 7: Lighting, Shading and Texture Mapping Lecture 1: Lighting and Shading in WebGL Lecture 2: Polygon Shading Lecture 3: Per Vertex vs per Fragment Shading Lecture 4: Buffers in WebGL Lecture 5: Texture Mapping Overview Lecture 6: Approaches to Texture Mapping Lecture 7: WebGL Texture MappingWeek 8: WebGL Texture Mapping Lecture 1: WebGL Texture Objects Lecture 2: Texture Mapping to the Cube Lecture 3: Texture Mapping Variations Lecture 4: Reflection and Environment Maps Lecture 5: Bump Maps Lecture 6: Compositing and Blending Lecture 7: Imaging ApplicationsWeek 9: Using the GPU Lecture 1: The Mandelbrot Set Lecture 2: Generating the Mandelbrot Set in the CPU Lecture 3: Generating the Mandelbrot Set in the GPU Lecture 4: Framebuffer Objects Lecture 5: Renderbuffers Lecture 6: Render to TextureWeek: 10: Render-to-Texture Applications Lecture 1: Picking by Color Lecture 2: Buffer Pingponging Lecture 3: Diffusion Example Lecture 4: Agent-Based Models",Free Online Course (Audit),Finished,English,"29th Jun, 2015",6-8 hours a week,N/A,"[""Edward Angel""]"
https://www.classcentral.com/course/coursera-learn-to-program-crafting-quality-code-390,Learn to Program: Crafting Quality Code,University of Toronto,Coursera,Programming,,"Not all programs are created equal. In this course, we'll focus on writing quality code that runs correctly and efficiently. We'll design, code and validate our programs and learn how to compare programs that are addressing the same task.",Week 1Week 2Week 3Week 4Week 5,Free Online Course (Audit),Upcoming,English,"1st Apr, 2019",6-8 hours a week,5 weeks long,"[""Jennifer Campbell"",""Paul Gries""]"
https://www.classcentral.com/course/edx-minecraft-coding-and-teaching-7480,"Minecraft, Coding and Teaching","University of California, San Diego",edX,Programming,,"New to coding? Want to learn how to teach coding to your students? Do you have students who love to play Minecraft?The LearnToMod software combines Minecraft, Coding, and Teacher support for teachers who have never coded on their own, and who have never taught coding! With hundreds of self-guided micro-coding assignments, lesson plans, and project ideas, this education and teacher training course will guide you through the basics of coding with Minecraft, and, more importantly, provide you with the tools and community to help you teach your students how to code in your way!No previous coding knowledge needed! Some teaching experience recommended.Taught by instructors who have been teaching novice coding teachers to teach for over a decade, this course will help teachers gain skills to teach coding with Minecraft, but also confidence to learn how to teach other coding topics!","Week 1: What is Coding, What is Minecraft, and How Can I Teach Coding with Minecraft?Introduce yourself to the world of coding and coding education by joining our community of educators within this course. Hear from the instructors on why teaching coding is important, and learn about the possibilities of learning to teach it for your students. Get an introduction to Minecraft and what it means to “Mod Minecraft.” Sign up for the software that will make teaching coding with Minecraft a snap!Week 2: Learn to Code!Start learning how to code on your own! This week will require you to be unafraid of failure and learn the basics of coding, all you need is your logic skills and a bit of patience, the course and LearnTomod software will guide you through the rest!Week 3: Curriculum and Lesson PlansWith examples from the instructions, learn how to write your own lesson plans to ensure your students are learning the basics of coding through Minecraft. Adjust lesson plans to fit your teaching style, your classroom, and your particular set of students.Week 4 (and beyond): Community BuildingOne of the most important parts of learning is having a community to do it with, folks with similar interests whom encourage you to bounce ideas off of. Continue learning and contributing to the community that is this course by sharing your lesson plans, giving feedback to others, and developing new lesson plans with fellow teachers.",Free Online Course (Audit),Self Paced,English,Self paced,2-3 hours a week,4 weeks long,"[""Sarah Guthals"",""Beth Simon""]"
https://www.classcentral.com/course/iversity-modelling-and-simulation-using-simulink-4918,Modelling and Simulation using Simulink,RheinMain University of Applied Sciences,iversity,Internet of Things,,"The main objective of this MOOC is to teach you how to use of Simulink® as a simulation tool suitable for a broad variety of application domains. We will specifically focus on topics of interaction of the simulation models with the real world using Arduino Microcontrollers and Simulink®'s corresponding Arduino Support Package.First, we will explain modelling and simulation concepts in general and introduce Simulink®. As a first application, we show how a simplified model of a Water Treatment Plant is implemented using Simulink®. We will then use an Arduino microcontroller to access hardware in the real world. We will go on to introduce control engineering techniques using Simulink® and apply these techniques to drive an example system of a ball floating in an airstream.",Chapter 1: My first Simulink® modelChapter 2: Advanced Simulink® modellingChapter 3: Modelling a Water Treatment PlantChapter 4: The Arduino microcontroller and the corresponding Simulink® support packageChapter 5: Control Engineering using Simulink®Chapter 6: Control Engineering using the Arduino,Free Online Course,Finished,English,"31st May, 2016",4-6 hours a week,8 weeks long,"[""Georg Fries"","" Patrick Metzler"",""Peter Dannenmann""]"
https://www.classcentral.com/course/stanford-openedx-computer-science-101-2175,Computer Science 101,Stanford University,Stanford OpenEdx,Computer Science,,"CS101 teaches the essential ideas of Computer Science for a zero-prior-experience audience. Computers can appear very complicated, but in reality, computers work within just a few, simple patterns. CS101 demystifies and brings those patterns to life, which is useful for anyone using computers today.In CS101, students play and experiment with short bits of ""computer code"" to bring to life to the power and limitations of computers. Everything works within the browser, so there is no extra software to download or install. CS101 also provides a general background on computers today: what is a computer, what is hardware, what is software, what is the internet. No previous experience is required other than the ability to use a web browser.","The nature of computers and code, what they can and cannot doHow computer hardware works: chips, cpu, memory, diskNecessary jargon: bits, bytes, megabytes, gigabytesHow software works: what is a program, what is ""running""How digital images workComputer code: loops and logicBig ideas: abstraction, logic, bugsHow structured data worksHow the internet works: ip address, routing, ethernet, wi-fiComputer security: viruses, trojans, and passwords, oh my!Analog vs. digitalDigital media, images, sounds, video, compression",Free Online Course,Self Paced,English,Self paced,4 hours a week,6 weeks long,"[""Nick Parlante""]"
https://www.classcentral.com/course/coursera-code-yourself-an-introduction-to-programming-2938,Code Yourself! An Introduction to Programming,University of Edinburgh,Coursera,Programming,,"Have you ever wished you knew how to program, but had no idea where to start from? This course will teach you how to program in Scratch, an easy to use visual programming language. More importantly, it will introduce you to the fundamental principles of computing and it will help you think like a software engineer.",N/A,Free Online Course (Audit),Upcoming,English,"25th Mar, 2019",2-4 hours a week,5 weeks long,"[""Areti Manataki"",""Inés Friss de Kereki""]"
https://www.classcentral.com/course/independent-web-applications-for-everybody-7362,Web Applications for Everybody,N/A,Independent,Programming,,"Learn to build database-backed web sites using PHP, MySQL, JQuery, and Handlebars.","1: Installing PHP and SQLThe first task is to work through the installation steps including installing a text editor, install ...2: Introduction to Structured Query Language (SQL)We learn about single table queries and the basic syntax of the SQL language.3: Database DesignCovering database design with multiple tables, foreign keys, and the JOIN operation..4: Introduction to Dynamic Web ContentWe look at the basic structure of a web application and how a web browser interacts with a web serve ...5: Introduction to PHPWe begin learning PHP.6: Overview of PHP LanguageWe begin the syntax of the PHP language, control structures, and expressions.7: PHP ArraysWe look at arrays and superglobals like $_GET in PHP language.8: PHP FunctionsWe look at functions in PHP language.9: PHP FormsWe look at how HTML forms are created and processed in the PHP language.10: PHP ObjectsWe look at the object oriented pattern in the PHP language.11: PHP and MySQLWe look at how we connect to a MySQL using the Portable Data Objects (PDO) library and issue SQL com ...12: PHP SessionsWe look at how PHP uses cookies and manages session data. We also look at how we properly handle PO ...13: Building a CRUD ApplicationNow we buid our first 'complete' application that has multiple screens to Create, Read, Update and D ...14: Basic JavaScriptWe talk a quick look at the JavaScript language. We assume that you already know PHP - so it is a p ...15: JavaScript ObjectsWe do a quick look at how the JavaScript language supports the Object-Oriented pattern.16: JQueryThis is a brief introduction to the JQuery library which is widely used to do in-browser manipulatio ...17: JSON - JavaScipt Object NotationIn this section we look at JavaScript Object Notation (JSON). JSON is commonly used as a syntax to ...18: Handlebars UI TemplatesIn this section we look at moving the templates to build HTML fragments from the server (PHP) in to ...19: Advanced SQLThis section covers some advanced SQL topics.20: SQL TransactionsThis section covers SQL transactions.",Free Online Course,Self Paced,English,Self paced,N/A,N/A,"[""Charles Severance from University of Michigan""]"
https://www.classcentral.com/course/udacity-what-is-programming-11991,What is Programming?,N/A,Udacity,Programming,,"The world of development can be daunting with all of its lingo and jargon. This course will help demystify the cryptic terms that developers use on a daily basis. You'll learn about how the web functions, what a programmer does each day, why version control is so important, and how communication on the internet happens. Why Take This Course?This course is designed for anyone interested in learning fundamental programming concepts. Whether you currently work in a tech-adjacent role or are looking to learn the basics of programming for your own journey to web development, this free course will give you the confidence you need to dive deeper into technical conversations.",N/A,Free Online Course,Self Paced,English,Self paced,N/A,N/A,"[""""]"
https://www.classcentral.com/course/edx-introduction-to-data-modeling-9910,Introduction to Data Modeling,Microsoft,edX,Databases,,"The role of the data modeler has become even more critical to the ongoing lifecycle of development and maintenance, especially in this age of digital transformation. Analysts, developers, DBAs, and BI professionals need to develop their skills in analyzing and modeling data. Whether working with new or legacy data, you must define rules for quality, retention, and protection. And you need a good foundation of data and data design concepts before you begin sourcing, preparing, and manipulating data.In this introductory course, learn how logical and physical data modeling can give you a better understanding of your organization's data, business rules, and information architecture decisions. Examine how data models are critical to your data security, privacy, and compliance posture. And get hands-on with real-world data—analyze it, implement business requirements, develop data models, and forward and reverse-engineer SQL Server databases. Note: To complete the hands-on requirements, you’ll work with Office 365, Visual Studio, and Azure SQL Database. Free or limited-time trials are available for these products. You will require an Azure subscription. You can sign up for a free Azure trial subscription (a valid credit card is required for verification, but you will not be charged for Azure services). Note that the free trial is not available in all regions. It is possible to complete the course and earn a certificate without completing the hands-on practices.","Module 1: Introducing Data Modeling Understand the business case for data modeling, and get an introduction to normalization, data modeling taxonomy, and model-driven database design. Module 2: Designing Logical Data Models Learn about identifying entities, attributes, and relationships, and learn about entity relationship diagramming and metadata capture.Module 3: Designing Physical Data Models Get the details on transforming a logical data model into a physical model, including designing database-specific features and constraints. Module 4: Leveraging Data Models on Agile and DevOps Projects Explore the process of data modeling on modern development projects, including planning, continuous delivery, test driven development, continuous integration, sprints, versioning, and deliverables.",Free Online Course (Audit),Self Paced,English,Self paced,2-4 hours a week,4 weeks long,"[""Chris Randall"",""Karen Lopez""]"
https://www.classcentral.com/course/futurelearn-3d-graphics-for-web-developers-5016,3D Graphics for Web Developers,Pompeu Fabra University,FutureLearn,Web Development,,"Start programming 3D graphics applications for the webThis free online course will provide web developers, who have  existing knowledge of JavaScript, with the theoretical and practical knowledge to start programming 3D graphics applications for the web.Most graphics courses start with the very basics. In this course, we take a top-down approach, starting with very high-level scene-editing tools, before drilling down and creating applications with increasing levels of complexity.This course is designed for existing web developers  who have little or no previous experience in creating 3D graphics applications. You  should be capable of manipulating the DOM using JavaScript or JQuery, and familiar with the concepts of AJAX. You should also have at least intermediate-level programming skills and be comfortable manipulating arrays and objects.",N/A,Free Online Course (Audit),Finished,English,"9th Apr, 2018",6 hours a week,5 weeks long,"[""Alun Evans""]"
https://www.classcentral.com/course/opensap-maps-and-3d-made-easy-with-sapui5-10420,Maps and 3D Made Easy with SAPUI5,N/A,openSAP,Web Development,,"This course aims to help application developers and designers build maps and 3D into their applications with minimal effort using standard SAPUI5 controls. In the first two weeks, we deal with the map and 3D topics separately, so that we can focus on building your knowledge starting with the most basic concepts, to help you get results quickly.From the basics, we go on to explore how you can use data with geographical attributes or existing 3D models in your application. Beyond simple visualization, we’ll show you how to include bi-directional interaction with maps or 3D content in your application and how to use business data to bring 3D content to life. Finally, we combine the two worlds in a natural and inspiring way to create a rich user experience that leverages both technologies.Throughout the course, we use atomic, open-source examples hosted on a platform that allows unrestricted modification of our code, and we encourage participants to experiment with the examples to fully appreciate the power of the SAPUI5 components.",Week 1: Visualize Geospatial DataWeek 2: Connect Your Data to 3D ContentWeek 3: Beyond the BasicsWeek 4: Final Exam,Free Online Course,Self Paced,English,Self paced,3 hours a week,4 weeks long,"[""Michael Murray""]"
https://www.classcentral.com/course/coursera-problem-solving-programming-and-video-games-11500,"Problem Solving, Programming, and Video Games",University of Alberta,Coursera,Programming,,"This course is an introduction to computer science and programming in Python.  Upon successful completion of this course, you will be able to:1.  Take a new computational problem and develop a plan to solve it through problem understanding and decomposition.2.  Follow a design creation process that includes specifications, algorithms, and testing.3.  Code, test, and debug a program in Python, based on your design.Important computer science concepts such as problem solving (computational thinking), problem decomposition, algorithms, abstraction, and software quality are emphasized throughout.  The Python programming language and video games are used to demonstrate computer science concepts in a concrete and fun manner.  However, a learner can take the knowledge and skills from this course and apply them to non-game problems, other programming languages, and other computer science courses.You do not need any previous programming, Python, or video game experience.  However, some computer skills (e.g., mouse, keyboard, document editing), knowledge of algebra, attention to detail (as with many technical subjects), and a “just give it a try” spirit will be keys to your success.  Despite the use of video games for all the programming examples, PVG is not about computer games.  PVG will still provide valuable knowledge and skills for non-game computational problems.The interactive learning objects (ILO) of the course provide automatic, context-specific guidance and feedback, like a virtual teaching assistant, as you develop problem descriptions, algorithms, and functional test plans.  The course forums will be supported by the creators of the course, to help you succeed.All videos, assessments, and ILOs are available free of charge.  There is an optional certificate available for a fee.","Module 0: IntroductionIn Module 0, you will meet the instructional team and be introduced to the four themes of this course: computer science, problem solving, Python programming, and how to create video games.Module 1: Design Hacking Version 1In Module 1, you will explore the game creation process that is used in this course. You will use this process to design Version 1 of the first game, Hacking. You will use two problem-solving techniques: problem decomposition and algorithms. You will explore five criteria for problem decomposition: experiential decomposition, feature selection, problem refinement, spatial decomposition, and temporal decomposition. To create your design for Hacking Version 1, you will use three interactive learning objects: the description builder, functional test plan builder, and algorithm builder.Module 2: Program Hacking Version 1In Module 2, you will discover how lexics, syntax, and semantics can be used to understand and describe programming languages. You will use these concepts to understand your first Python statement (expression statement), first three Python expressions (literal, identifier, function call), and first five Python types (int, str, float, function, NoneType). You will use these Python constructs to write, test, and debug Hacking Version 1, a text-based game version. You will then reflect on your game version by using a third problem-solving technique called abstraction, including the specific technique of solution generalization, to solve similar problems.Module 3: Hacking Version 2In Module 3, you will identify solution issues in your game. You will apply a second form of the abstraction problem-solving technique, called using templates, to solve a solution issue by using a graphics library. You will then use lexics, syntax, and semantics to learn two new Python statements (assignment, import), two new Python expressions (binary expression, attribute reference), and one new Python type (module). You will employ these Python constructs and a simple graphics library to write, test, and debug Hacking Version 2.Module 4: Hacking Version 3In Module 4, you will modify your game design to support multiple gameplay paths using a new problem decomposition criteria called case-based decomposition, which utilizes a selection control structure. You will learn one new Python statement (if), one new Python expression (unary expression), and one new Python type (bool). You will employ these Python constructs to write, test, and debug Hacking Version 3.Module 5: Hacking Version 4 & 5In Module 5, you will modify your game design using two new abstraction techniques, called control abstraction and data abstraction. You will explore two different control abstractions, called definite and indefinite repetition. You will learn two new Python statements (for, while), four new Python expressions (subscription expression, expression list, parenthesized expression, list display), and three new Python types (tuple, list, range). You will employ these Python constructs to write, test, and debug Hacking Version 4 and Hacking Version 5. Module 6: Hacking Version 6In Module 6, you will learn a new control abstraction called a user-defined function. You will learn how to implement user-defined functions using two new Python statements (function definition, return). You will employ these Python constructs to significantly improve the quality of your code in Hacking Version 6.Module 7: Hacking Version 7In Module 7, you will not learn any new problem-solving techniques or Python language features. Instead you will exercise your problem-solving skills and practice the language constructs you already know to improve your proficiency. You will add some fun features to the Hacking game by designing, coding, testing, and debugging Hacking Version 7.Module 8: Poke the Dots Version 1 & 2In Module 8, you will design and implement Version 1 of a new graphical game called Poke the Dots. You will then modify your game design using data abstraction to create user-defined classes. You will learn two new Python statements (class definition, pass) that will allow you to construct your own Python types. You will employ these Python constructs to implement Poke the Dots Version 2.Module 9: Poke the Dots Version 3In Module 9, you will not learn any new problem-solving techniques or Python language features. Instead you will exercise your problem-solving skills and practice the language constructs you already know to improve your proficiency. You will add some fun features to the Poke the Dots game by designing, coding, testing, and debugging Poke the Dots Version 3.Module 10: Poke the Dots Version 4In Module 10, you will modify your game design using a new form of control abstraction called user-defined methods. User-defined methods allow you to restrict access to the attributes of a class to improve data abstraction. You will employ user-defined methods to implement Poke the Dots Version 4.Module 11: Poke the Dots Version 5In Module 11, you will not learn any new problem-solving techniques or Python language features. Instead you will exercise your problem-solving skills and practice the language constructs you already know to improve your proficiency. You will add some fun features to the Poke the Dots game by designing, coding, testing, and debugging Poke the Dots Version 5.",Free Online Course (Audit),In progress,English,"18th Mar, 2019",6-10 hours a week,12 weeks long,"[""Duane Szafron"",""Paul Lu""]"
